family,setting,method,num_seeds,final_acc,final_acc_std,best_acc,best_acc_std,final_loss,final_loss_std,best_loss,best_loss_std,source
CIFAR-10 ResNet32,High Delay,CA2FL,10,58.338,2.458592280147321,59.741,1.5144665727575513,1.1859739697265625,0.07944094092666973,1.128455283203125,0.03966826272307399,added_baselines
CIFAR-10 ResNet32,High Delay,AsyncSGD constant,10,87.097,0.2571011474108977,87.254,0.27302747114530274,0.43015211700439454,0.011762852609626138,0.4175638540649414,0.008219391648881922,added_baselines
CIFAR-10 ResNet56,Base IID,AsyncSAM+RMS,10,90.638,0.2832948993540137,90.75699999999999,0.28670716768159044,0.32931077819824217,0.01247066880348697,0.31773470306396484,0.011086130740254722,cifar10_resnet56
CIFAR-10 ResNet56,Base IID,AsyncSGD,10,87.834,0.2970925781637765,87.981,0.34711525463453813,0.41814393798828126,0.009430158751419594,0.39878012298583987,0.007918477594482998,cifar10_resnet56
CIFAR-10 ResNet56,Base IID,FedAsync,10,87.95500000000001,0.26462237244798653,88.08700000000002,0.20789660891895498,0.4188989712524414,0.004162345015639241,0.399849651184082,0.003446166824365688,cifar10_resnet56
CIFAR-10 ResNet56,Base IID,FedBuff,10,84.845,0.9577917310146324,86.167,0.3384390639391367,0.46009059814453124,0.027797510982740855,0.41656019012451173,0.010346496080571175,cifar10_resnet56
CIFAR-10 ResNet56,Base IID,FADAS,10,82.57,1.2525494002234012,84.152,0.6149601613112822,0.5256461730957032,0.03797706773342286,0.4749459033203125,0.014346626485031887,added_baselines
CIFAR-10 ResNet56,Base IID,CA2FL,10,56.183,2.111814622546211,59.126,1.8452110990344712,1.2477467724609375,0.06752782883786346,1.1459968572998047,0.05226570734806546,added_baselines
CIFAR-10 ResNet56,Base IID,AsyncSGD constant,10,87.715,0.277353564967171,87.945,0.2520019841191733,0.4221222634887695,0.011358308643294752,0.4006779577636719,0.005950799413341429,added_baselines
CIFAR-10 ResNet56,Label-Sorted,AsyncSAM+RMS,10,90.549,0.1532612149240651,90.73600000000002,0.18810635289644548,0.33240312561035157,0.006407432601053329,0.3176276974487305,0.0033291493747266312,cifar10_resnet56
CIFAR-10 ResNet56,Label-Sorted,AsyncSGD,10,87.362,0.2476610587072592,87.531,0.24965776575143822,0.43176157470703125,0.0074415176878702294,0.41499524017333983,0.009299411190335184,cifar10_resnet56
CIFAR-10 ResNet56,Label-Sorted,FedAsync,10,87.46400000000001,0.35163048787043555,87.556,0.34946244433415163,0.42376001770019533,0.009265015960994449,0.4103758633422851,0.007373836982872414,cifar10_resnet56
CIFAR-10 ResNet56,Label-Sorted,FedBuff,10,84.843,1.722335913810078,85.876,0.5078228037416199,0.4669409228515625,0.06340115697550013,0.42340034393310544,0.015443496622666569,cifar10_resnet56
CIFAR-10 ResNet56,Label-Sorted,FADAS,10,82.72,1.2002166471100102,84.185,0.6426235289810066,0.5196739471435547,0.038031729911383344,0.47056866943359377,0.017440929400462536,added_baselines
CIFAR-10 ResNet56,Label-Sorted,CA2FL,10,58.412,2.7211497569961116,59.123,2.1502327780963633,1.1775139025878907,0.073353688803715,1.1499110229492189,0.05686442773161858,added_baselines
CIFAR-10 ResNet56,Label-Sorted,AsyncSGD constant,10,87.571,0.36871262522457465,87.75,0.40157191136831266,0.42536119659423827,0.009883671265693958,0.40987091033935547,0.011565557977496215,added_baselines
CIFAR-10 ResNet56,Dirichlet,AsyncSAM+RMS,10,90.137,0.6088357742445824,90.249,0.6160754823883209,0.3408780889892578,0.014468093392740121,0.33101841461181636,0.01587542325873187,cifar10_resnet56
CIFAR-10 ResNet56,Dirichlet,AsyncSGD,10,87.297,0.48709444669386204,87.42300000000002,0.47606827241478766,0.430681770324707,0.010181567399154169,0.41838692321777343,0.012179388045631302,cifar10_resnet56
CIFAR-10 ResNet56,Dirichlet,FedAsync,10,87.20000000000002,0.44669900380457545,87.38300000000001,0.5026340617188577,0.42953643768310545,0.007844710190847978,0.4176556527709961,0.010809593333579094,cifar10_resnet56
CIFAR-10 ResNet56,Dirichlet,FedBuff,10,84.59799999999998,1.7369789866316736,85.592,0.8355453309067051,0.4728995895385742,0.061017596192787266,0.43295089263916015,0.024947869428526472,cifar10_resnet56
CIFAR-10 ResNet56,Dirichlet,FADAS,10,82.09,0.9755511262870873,83.486,1.0494589081998367,0.5477701416015626,0.03157713693706232,0.49758722290039065,0.03107414613750316,added_baselines
CIFAR-10 ResNet56,Dirichlet,CA2FL,10,57.052,2.9591072978180444,58.725,2.233455842411039,1.2063593518066407,0.0824861155044128,1.1589547338867188,0.05653859133669793,added_baselines
CIFAR-10 ResNet56,Dirichlet,AsyncSGD constant,10,87.364,0.4799208268037583,87.485,0.4839059826040622,0.4270784762573242,0.009352914410578958,0.4142553802490234,0.010749072016438587,added_baselines
CIFAR-10 ResNet56,High Delay,AsyncSAM+RMS,10,90.487,0.2832684239374378,90.68799999999999,0.2630133076481109,0.3304801661682129,0.00876049106160675,0.3179250299072266,0.009821902880805802,cifar10_resnet56
CIFAR-10 ResNet56,High Delay,AsyncSGD,10,87.915,0.3211308144666291,88.03099999999999,0.2970336681253515,0.4173910946655274,0.008373735422297059,0.3973125918579102,0.005906403604585869,cifar10_resnet56
CIFAR-10 ResNet56,High Delay,FedAsync,10,87.96,0.27386127875258404,88.103,0.2642366363697519,0.4202173266601562,0.011110346636613156,0.4004887838745117,0.006515080870380356,cifar10_resnet56
CIFAR-10 ResNet56,High Delay,FedBuff,10,85.083,0.9707734030143189,86.17,0.26374229846575425,0.4584646606445312,0.035233734391138354,0.41921400115966795,0.00863071214099147,cifar10_resnet56
CIFAR-10 ResNet56,High Delay,FADAS,10,82.793,1.0903490266882423,84.031,0.484921643154849,0.5188249905395508,0.03610836970492894,0.4769498736572266,0.01367270457063569,added_baselines
CIFAR-10 ResNet56,High Delay,CA2FL,10,56.475,2.8924185381787333,58.734,2.1248256399055414,1.2382799291992188,0.08236592128662992,1.1601939697265624,0.05865440409462714,added_baselines
CIFAR-10 ResNet56,High Delay,AsyncSGD constant,10,87.859,0.3143389889911846,87.967,0.2715529414313134,0.42331556640625,0.010604967852497782,0.4021932922363281,0.00751750922735905,added_baselines
CIFAR-100 ResNet18 300e RA+RE+LS,Base IID,AsyncSAM+RMS,10,74.735,0.5039097141353812,75.195,0.3850259731498641,1.0365291809082033,0.020584805293818,1.0198295288085937,0.016937657189398842,cifar100_resnet18_300e
CIFAR-100 ResNet18 300e RA+RE+LS,Base IID,AsyncSGD,10,74.03999999999999,0.3468717342188609,74.204,0.3369035470279294,1.1746692584228517,0.018834753491032058,1.166122200317383,0.015632701882122565,cifar100_resnet18_300e
CIFAR-100 ResNet18 300e RA+RE+LS,Base IID,FedAsync,10,74.08900000000001,0.32968014802229145,74.22299999999998,0.30877337968160284,1.1721924884033204,0.01012270328668314,1.166102817993164,0.010408148776507585,cifar100_resnet18_300e
CIFAR-100 ResNet18 300e RA+RE+LS,Base IID,FedBuff,10,68.61999999999999,0.9383602719638128,69.9,0.3066920279368199,1.3137627258300781,0.04425824323389196,1.2387453735351561,0.011315922490989344,cifar100_resnet18_300e
CIFAR-100 ResNet18 300e RA+RE+LS,Base IID,FADAS,10,63.094,0.7235634042708348,64.56,0.6835495592859376,1.3898920227050782,0.03302757353813603,1.3321077917480468,0.022832987900051584,added_baselines
CIFAR-100 ResNet18 300e RA+RE+LS,Base IID,CA2FL,10,57.204,1.1251950941947813,58.435,0.5460814957494885,1.6241410571289063,0.04297986472049088,1.5743042199707031,0.01681546479493384,added_baselines
CIFAR-100 ResNet18 300e RA+RE+LS,Base IID,AsyncSGD constant,10,73.941,0.24671643642043548,74.154,0.2557420575501799,1.1751472039794921,0.00945374668911772,1.1672518255615234,0.008541179969891139,added_baselines
CIFAR-100 ResNet18 300e RA+RE+LS,Label-Sorted,AsyncSAM+RMS,10,74.638,0.5229493283292339,74.888,0.43705377243538346,1.0418291497802734,0.012200065678825112,1.0282648986816407,0.0138747178808374,cifar100_resnet18_300e
CIFAR-100 ResNet18 300e RA+RE+LS,Label-Sorted,AsyncSGD,10,74.292,0.26373471519692193,74.423,0.26283264637407455,1.161122632446289,0.009880861650164096,1.157307700805664,0.00991692811011459,cifar100_resnet18_300e
CIFAR-100 ResNet18 300e RA+RE+LS,Label-Sorted,FedAsync,10,74.39099999999999,0.35582158450549234,74.534,0.3176224173448738,1.1599457189941407,0.016473134695553195,1.155354778442383,0.01398882844048333,cifar100_resnet18_300e
CIFAR-100 ResNet18 300e RA+RE+LS,Label-Sorted,FedBuff,10,68.35599999999998,1.4102070769925963,69.74,0.24943937139112748,1.3358460461425778,0.06490846437346759,1.247878757324219,0.010235297190198743,cifar100_resnet18_300e
CIFAR-100 ResNet18 300e RA+RE+LS,Label-Sorted,FADAS,10,62.652,0.48527930102158523,64.458,0.6208993477207095,1.4077365393066406,0.019236395002324234,1.3388755786132813,0.021514863832053067,added_baselines
CIFAR-100 ResNet18 300e RA+RE+LS,Label-Sorted,CA2FL,10,57.113,0.9293228717727758,58.708,0.5515940536300237,1.623068670654297,0.036272565344881304,1.5601378356933593,0.019730351753411535,added_baselines
CIFAR-100 ResNet18 300e RA+RE+LS,Label-Sorted,AsyncSGD constant,10,74.475,0.23580712457430186,74.685,0.22137072977247832,1.1564357250976562,0.009145447104420345,1.1514779193115234,0.009755516763962115,added_baselines
CIFAR-100 ResNet18 300e RA+RE+LS,Dirichlet,AsyncSAM+RMS,10,74.96799999999999,0.24898995963693268,75.277,0.339530558271268,1.0288931420898435,0.012526297634208558,1.0140355291748047,0.01199676274292883,cifar100_resnet18_300e
CIFAR-100 ResNet18 300e RA+RE+LS,Dirichlet,AsyncSGD,10,74.224,0.30958682142494476,74.437,0.3558665480204629,1.1594426623535155,0.012261835083066545,1.1538145642089843,0.01254747469057397,cifar100_resnet18_300e
CIFAR-100 ResNet18 300e RA+RE+LS,Dirichlet,FedAsync,10,74.281,0.298946483504992,74.437,0.3572408151373544,1.1614580999755861,0.015014174914040059,1.1571490484619142,0.014299883051974877,cifar100_resnet18_300e
CIFAR-100 ResNet18 300e RA+RE+LS,Dirichlet,FedBuff,10,68.475,0.7600953887506477,69.831,0.12308127396155684,1.3204380700683593,0.0350436700211267,1.244357322998047,0.010687015246176027,cifar100_resnet18_300e
CIFAR-100 ResNet18 300e RA+RE+LS,Dirichlet,FADAS,10,63.054,1.0543832320366238,64.45400000000001,0.7260468304455308,1.3974549438476562,0.04176417453019167,1.3413083728027344,0.02849920338206794,added_baselines
CIFAR-100 ResNet18 300e RA+RE+LS,Dirichlet,CA2FL,10,57.158,1.526321067141511,58.49,0.8698390655747763,1.6308380822753905,0.0671696192285317,1.5677147631835937,0.034918924641362446,added_baselines
CIFAR-100 ResNet18 300e RA+RE+LS,Dirichlet,AsyncSGD constant,10,74.19800000000001,0.23510848559760728,74.374,0.23715817506466386,1.1676784771728517,0.010866753407575862,1.1619803582763673,0.009583362243447009,added_baselines
CIFAR-100 ResNet18 300e RA+RE+LS,High Delay,AsyncSAM+RMS,10,74.813,0.5541128043999695,75.093,0.43811071660026835,1.0348403369140624,0.020121270830979608,1.0217091998291017,0.013667120594319558,cifar100_resnet18_300e
CIFAR-100 ResNet18 300e RA+RE+LS,High Delay,AsyncSGD,10,74.08399999999999,0.29550634510954327,74.296,0.3250907565588441,1.176324690551758,0.014767906370283485,1.1671368579101562,0.01362902482722231,cifar100_resnet18_300e
CIFAR-100 ResNet18 300e RA+RE+LS,High Delay,FedAsync,10,74.152,0.3710471668130598,74.308,0.3306901873355197,1.171745048828125,0.021038614677024777,1.1645434582519532,0.018344806320049884,cifar100_resnet18_300e
CIFAR-100 ResNet18 300e RA+RE+LS,High Delay,FedBuff,10,68.163,0.928924647105458,69.81099999999999,0.40724562612752335,1.3433000634765626,0.040378568988662045,1.2517124169921874,0.0169440583091812,cifar100_resnet18_300e
CIFAR-100 ResNet18 300e RA+RE+LS,High Delay,FADAS,10,63.143,0.8297837067573715,64.475,0.7491895621269686,1.3923806079101562,0.033657376242607964,1.336622322998047,0.02724642983480801,added_baselines
CIFAR-100 ResNet18 300e RA+RE+LS,High Delay,CA2FL,10,56.669,0.8582709362433288,58.464,0.8834387358498583,1.6432163293457032,0.033592275628420515,1.5707916552734376,0.03340591107069641,added_baselines
CIFAR-100 ResNet18 300e RA+RE+LS,High Delay,AsyncSGD constant,10,74.051,0.3180707468472995,74.251,0.2404766100892159,1.1762761767578125,0.012384265097345606,1.1685420867919922,0.008974781545660475,added_baselines
CIFAR-100 ResNeXt29-8x16d 200e,Base IID,AsyncSAM+RMS,10,76.738,0.4127662776923525,76.94800000000001,0.3304481805064148,0.994168955078125,0.014541370092845965,0.9817169183349609,0.010234223521169181,cifar100_resnext29_200e
CIFAR-100 ResNeXt29-8x16d 200e,Base IID,AsyncSGD,10,71.113,0.6123569220642473,71.32199999999999,0.5440735244431573,1.1441331420898437,0.019995711288375215,1.1343273217773437,0.018549186283862706,cifar100_resnext29_200e
CIFAR-100 ResNeXt29-8x16d 200e,Base IID,FedAsync,10,74.71900000000001,0.43996477131697814,74.86699999999999,0.4755428477014439,1.0769445343017578,0.019351391508137666,1.0583128955078125,0.013495016720152679,cifar100_resnext29_200e
CIFAR-100 ResNeXt29-8x16d 200e,Base IID,FedBuff,10,70.86800000000001,1.1381897908521263,72.34400000000001,0.41017557216392186,1.1487414221191408,0.0427384005753582,1.0813328009033203,0.011664051659700829,cifar100_resnext29_200e
CIFAR-100 ResNeXt29-8x16d 200e,Base IID,FADAS,10,66.08500000000001,1.082453232246086,67.871,1.0097469980148484,1.2727008642578124,0.0452508171903199,1.2006012048339842,0.03310449644484549,added_baselines
CIFAR-100 ResNeXt29-8x16d 200e,Base IID,CA2FL,10,34.085,2.5594384149652827,35.961,0.9469894402790355,2.6548108496093747,0.115142467424966,2.5786349853515627,0.048507283293121733,added_baselines
CIFAR-100 ResNeXt29-8x16d 200e,Base IID,AsyncSGD constant,10,71.313,0.4523063121381348,71.444,0.44728514395182223,1.1411518347167968,0.014291257757371525,1.1335529028320313,0.014264715668883179,added_baselines
CIFAR-100 ResNeXt29-8x16d 200e,Label-Sorted,AsyncSAM+RMS,10,76.749,0.3288905593050673,76.98100000000001,0.2369578021505127,0.9887304675292968,0.011431197882674715,0.9772372955322266,0.012070633657850386,cifar100_resnext29_200e
CIFAR-100 ResNeXt29-8x16d 200e,Label-Sorted,AsyncSGD,10,70.929,0.31901253893851683,71.202,0.35720582302084547,1.1525424182128907,0.013656472618283665,1.1483365478515624,0.013752990853633362,cifar100_resnext29_200e
CIFAR-100 ResNeXt29-8x16d 200e,Label-Sorted,FedAsync,10,74.72999999999999,0.4251823138372557,74.922,0.33002424153386084,1.0667825598144531,0.01339187172515626,1.0606453588867186,0.01211857428141852,cifar100_resnext29_200e
CIFAR-100 ResNeXt29-8x16d 200e,Label-Sorted,FedBuff,10,70.49600000000001,1.0206194197642908,72.104,0.4469049115863439,1.1615258203125,0.04405276924150396,1.088412269897461,0.01105826011517682,cifar100_resnext29_200e
CIFAR-100 ResNeXt29-8x16d 200e,Label-Sorted,FADAS,10,66.524,1.167297734085008,67.58,1.0510185535945593,1.259196719970703,0.04447116324530948,1.2111409912109374,0.03678251298427554,added_baselines
CIFAR-100 ResNeXt29-8x16d 200e,Label-Sorted,CA2FL,10,34.565,1.525773574289449,35.927,0.911307302725046,2.6345652294921873,0.07491325342511011,2.5736837744140626,0.04403417705872869,added_baselines
CIFAR-100 ResNeXt29-8x16d 200e,Label-Sorted,AsyncSGD constant,10,70.907,0.45159827280448955,71.08500000000001,0.3999562476071609,1.1526259838867188,0.015648687453800672,1.1490009399414063,0.014727091422211914,added_baselines
CIFAR-100 ResNeXt29-8x16d 200e,Dirichlet,AsyncSAM+RMS,10,76.849,0.37827106682906964,77.034,0.39616158319554645,0.9852469506835936,0.012378936774826852,0.9729461547851563,0.013070585834109968,cifar100_resnext29_200e
CIFAR-100 ResNeXt29-8x16d 200e,Dirichlet,AsyncSGD,10,70.91,0.564074463169536,71.183,0.43799657532907643,1.1503690722656248,0.016437029737044435,1.1439246881103515,0.01445642329799872,cifar100_resnext29_200e
CIFAR-100 ResNeXt29-8x16d 200e,Dirichlet,FedAsync,10,74.53900000000002,0.45007666013691366,74.80699999999999,0.4127723343442471,1.0714792675781248,0.018230191451983922,1.0620025103759765,0.014793629155157743,cifar100_resnext29_200e
CIFAR-100 ResNeXt29-8x16d 200e,Dirichlet,FedBuff,10,71.20500000000001,0.5867750846789593,72.086,0.558770077939039,1.1325629919433593,0.019697985116566154,1.0837960766601564,0.022474507492638057,cifar100_resnext29_200e
CIFAR-100 ResNeXt29-8x16d 200e,Dirichlet,FADAS,10,66.003,1.1104778250825151,67.871,0.9206785541110455,1.274192109375,0.045233724393456555,1.1977600634765624,0.036855303844915525,added_baselines
CIFAR-100 ResNeXt29-8x16d 200e,Dirichlet,CA2FL,10,34.373,1.670646880702203,35.899,0.5404895928692798,2.6390959741210938,0.08209959587829231,2.5770895288085938,0.01717183635608551,added_baselines
CIFAR-100 ResNeXt29-8x16d 200e,Dirichlet,AsyncSGD constant,10,71.046,0.3855697083537539,71.267,0.3777313860403987,1.1479869592285157,0.010441825609865884,1.1417128405761718,0.00915273694915016,added_baselines
CIFAR-100 ResNeXt29-8x16d 200e,High Delay,AsyncSAM+RMS,10,76.61000000000001,0.5188448708429164,76.771,0.3981067695983077,0.9977294342041014,0.021106527201789047,0.9856213830566405,0.017812395803163947,cifar100_resnext29_200e
CIFAR-100 ResNeXt29-8x16d 200e,High Delay,AsyncSGD,10,71.299,0.32042003682666326,71.506,0.34421504906090394,1.1486070678710938,0.011700939513037344,1.1382850701904297,0.010992530638816474,cifar100_resnext29_200e
CIFAR-100 ResNeXt29-8x16d 200e,High Delay,FedAsync,10,74.716,0.3463004475885065,74.941,0.3339895207936898,1.0714000903320315,0.01670195967097147,1.0544583880615235,0.014946618736122644,cifar100_resnext29_200e
CIFAR-100 ResNeXt29-8x16d 200e,High Delay,FedBuff,10,70.84899999999999,1.5418913710115907,72.12100000000001,0.5619332700597098,1.1480263787841798,0.06460736114585951,1.089248748779297,0.015726907404944267,cifar100_resnext29_200e
CIFAR-100 ResNeXt29-8x16d 200e,High Delay,FADAS,10,66.158,1.5460646816999593,67.597,1.1219362727000142,1.2689731665039061,0.06589618062514689,1.2169465124511718,0.04079345897898263,added_baselines
CIFAR-100 ResNeXt29-8x16d 200e,High Delay,CA2FL,10,34.117,1.6205804515666602,36.009,0.7507656092283396,2.65919740234375,0.07849178430852184,2.5808406298828124,0.031095324970867536,added_baselines
CIFAR-100 ResNeXt29-8x16d 200e,High Delay,AsyncSGD constant,10,71.265,0.2850000000000013,71.481,0.2883210016630775,1.1470165051269532,0.007963521147629181,1.1386929754638673,0.009024190971164978,added_baselines
